city,state,tier,area_sqft,floors,building_type,quality,total_area_sqft,cement_bags,sand_cft,bricks,aggregate_cft,steel_kg,price_cement_per_bag,price_sand_per_cft,price_brick_per_nos,price_agg_per_cft,price_steel_per_kg,cost_cement,cost_sand,cost_bricks,cost_aggregate,cost_steel,total_material_cost
tirunelveli,Tamil Nadu,3,1697.83,1,0,1,1697.83,591,2273,10395,1949,6242,352,50,8,35,57,208032,113650,83160,68215,355794,828851
kanpur,Uttar Pradesh,1,10134.95,2,0,1,20269.9,9985,32690,138480,26309,86826,395,65,9,42,60,3944075,2124850,1246320,1104978,5209560,13629783
ludhiana,Punjab,1,8627.55,4,2,1,34510.19,21400,53102,145167,50765,315173,388,68,11,48,64,8303200,3610936,1596837,2436720,20171072,36118765
raipur,Chhattisgarh,2,3087.88,5,0,0,15439.41,6388,18750,88136,16574,59691,365,58,9,40,60,2331620,1087500,793224,662960,3581460,8456764
mumbai,Maharashtra,1,10955.07,4,0,2,43820.26,23102,68838,311743,69098,211884,450,88,15,60,67,10395900,6057744,4676145,4145880,14196228,39471897
thoothukudi,Tamil Nadu,3,2659.25,3,1,1,7977.76,3339,11347,38901,10467,51050,352,50,8,35,57,1175328,567350,311208,366345,2909850,5330081
howrah,West Bengal,1,9459.95,6,1,2,56759.71,33169,86899,299594,95542,442088,395,65,10,44,63,13101755,5648435,2995940,4203848,27851544,53801522
tirunelveli,Tamil Nadu,3,2601.61,2,0,2,5203.22,3280,8850,37852,7926,26223,352,50,8,35,57,1154560,442500,302816,277410,1494711,3671997
ranchi,Jharkhand,2,1565.29,2,2,2,3130.59,1817,4894,12614,5327,30182,375,60,9,42,62,681375,293640,113526,223734,1871284,3183559
visakhapatnam,Andhra Pradesh,1,1784.06,6,2,1,10704.38,4740,12934,38190,14764,91346,385,62,10,44,63,1824900,801908,381900,649616,5754798,9413122
ahmedabad,Gujarat,1,3083.27,6,1,1,18499.6,8824,25122,89013,25608,119766,385,58,7,40,55,3397240,1457076,623091,1024320,6587130,13088857
warangal,Telangana,2,7225.18,8,1,0,57801.43,21319,75099,242935,62131,336536,395,58,8,42,62,8421005,4355742,1943480,2609502,20865232,38194961
bhubaneswar,Odisha,1,4548.91,5,2,2,22744.57,14213,36368,97758,41239,238912,380,60,10,43,65,5400940,2182080,977580,1773277,15529280,25863157
thiruvananthapuram,Kerala,1,4289.34,3,1,1,12868.01,5552,18799,62265,18172,80601,395,72,12,52,67,2193040,1353528,747180,944944,5400267,10638959
dehradun,Uttarakhand,2,723.25,4,0,2,2893.0,1484,4522,19986,4327,13819,400,68,10,48,68,593600,307496,199860,207696,939692,2248344
visakhapatnam,Andhra Pradesh,1,8133.56,4,0,1,32534.23,13742,46229,200881,36293,131730,385,62,10,44,63,5290670,2866198,2008810,1596892,8298990,20061560
hyderabad,Telangana,1,1229.7,2,0,2,2459.4,1255,4264,18443,3703,12168,415,60,8,42,61,520825,255840,147544,155526,742248,1821983
jaipur,Rajasthan,1,3303.41,2,1,1,6606.81,3538,10047,32859,9211,42002,405,62,7,43,60,1432890,622914,230013,396073,2520120,5202010
visakhapatnam,Andhra Pradesh,1,8121.27,5,1,0,40606.35,13495,48808,171112,44552,229858,385,62,10,44,63,5195575,3026096,1711120,1960288,14481054,26374133
ahmedabad,Gujarat,1,4309.72,10,0,1,43097.19,22405,68478,307332,63529,221300,385,58,7,40,55,8625925,3971724,2151324,2541160,12171500,29461633
guwahati,Assam,1,2207.31,6,1,1,13243.85,6818,19287,66611,18217,91193,385,65,10,45,67,2624930,1253655,666110,819765,6109931,11474391
bhopal,Madhya Pradesh,1,6067.3,2,1,2,12134.6,6287,19680,63811,19187,84427,370,60,10,43,62,2326190,1180800,638110,825041,5234474,10204615
chennai,Tamil Nadu,1,2708.52,3,1,2,8125.55,4844,13878,47460,14201,65366,410,73,8,45,61,1986040,1013094,379680,639045,3987326,8005185
mumbai,Maharashtra,1,5604.79,3,0,2,16814.37,9417,26610,113037,22283,76696,450,88,15,60,67,4237650,2341680,1695555,1336980,5138632,14750497
thoothukudi,Tamil Nadu,3,3565.58,2,0,2,7131.15,3245,11366,51477,10500,34501,352,50,8,35,57,1142240,568300,411816,367500,1966557,4456413
ghaziabad,Uttar Pradesh,2,4202.52,2,0,0,8405.03,2734,10555,49310,8318,31154,405,78,11,52,66,1107270,823290,542410,432536,2056164,4961670
pune,Maharashtra,1,4824.1,1,1,1,4824.1,2277,7156,24312,6453,29974,405,68,8,43,59,922185,486608,194496,277479,1768466,3649234
howrah,West Bengal,1,4615.37,4,0,1,18461.48,8051,24739,110962,21429,72870,395,65,10,44,63,3180145,1608035,1109620,942876,4590810,11431486
kolkata,West Bengal,1,1954.0,6,2,2,11723.99,8635,20080,55414,23605,135195,400,65,8,43,63,3454000,1305200,443312,1015015,8517285,14734812
indore,Madhya Pradesh,1,7591.12,3,0,1,22773.35,10399,35653,158824,29790,100376,380,60,11,43,58,3951620,2139180,1747064,1280970,5821808,14940642
dehradun,Uttarakhand,2,7241.22,5,0,1,36206.1,17289,48218,218645,44091,150466,400,68,10,48,68,6915600,3278824,2186450,2116368,10231688,24728930
srinagar,Jammu and Kashmir,2,3361.82,4,1,1,13447.29,7686,18994,64951,17671,85437,430,90,13,60,74,3304980,1709460,844363,1060260,6322338,13241401
ludhiana,Punjab,1,5407.47,4,0,2,21629.89,12593,34612,149727,32013,103776,388,68,11,48,64,4886084,2353616,1646997,1536624,6641664,17064985
delhi,Delhi,1,8706.34,7,0,0,60944.41,19849,66957,325138,63359,214241,410,78,8,50,65,8138090,5222646,2601104,3167950,13925665,33055455
tirunelveli,Tamil Nadu,3,263.37,2,0,0,526.74,155,650,2890,516,1851,352,50,8,35,57,54560,32500,23120,18060,105507,233747
amritsar,Punjab,2,1086.67,10,1,2,10866.66,7359,18297,57513,18979,89876,390,68,11,48,64,2870010,1244196,632643,910992,5752064,11409905
durgapur,West Bengal,2,5052.68,4,0,1,20210.71,7743,28032,129480,26334,82679,380,65,10,44,63,2942340,1822080,1294800,1158696,5208777,12426693
bhopal,Madhya Pradesh,1,8600.61,8,0,1,68804.86,23772,95814,415225,85341,285372,370,60,10,43,62,8795640,5748840,4152250,3669663,17693064,40059457
rajkot,Gujarat,2,4383.99,2,0,1,8767.99,3239,14332,60452,11628,39556,378,55,9,38,56,1224342,788260,544068,441864,2215136,5213670
thoothukudi,Tamil Nadu,3,1640.58,1,0,2,1640.58,782,2767,12024,2513,8204,352,50,8,35,57,275264,138350,96192,87955,467628,1065389
ludhiana,Punjab,1,6321.75,2,0,2,12643.5,6065,20175,88150,17898,57919,388,68,11,48,64,2353220,1371900,969650,859104,3706816,9260690
tirunelveli,Tamil Nadu,3,2786.14,1,0,0,2786.14,799,3331,16577,3140,9970,352,50,8,35,57,281248,166550,132616,109900,568290,1258604
howrah,West Bengal,1,4179.61,3,0,1,12538.84,5696,19938,89131,17244,57143,395,65,10,44,63,2249920,1295970,891310,758736,3600009,8795945
ghaziabad,Uttar Pradesh,2,4068.87,3,0,2,12206.62,7432,21763,86390,18724,60308,405,78,11,52,66,3009960,1697514,950290,973648,3980328,10611740
vellore,Tamil Nadu,3,1541.0,2,0,1,3082.0,1186,4606,19718,3667,11976,355,50,8,35,58,421030,230300,157744,128345,694608,1632027
bhubaneswar,Odisha,1,6301.65,2,0,1,12603.3,5301,19813,82845,15129,52977,380,60,10,43,65,2014380,1188780,828450,650547,3443505,8125662
meerut,Uttar Pradesh,2,7288.53,2,0,2,14577.06,7816,26076,112460,23203,74841,400,68,9,44,62,3126400,1773168,1012140,1020932,4640142,11572782
mangalore,Karnataka,2,6614.96,2,1,2,13229.92,8557,22298,75682,21657,104749,378,65,11,47,64,3234546,1449370,832502,1017879,6703936,13238233
thiruvananthapuram,Kerala,1,1611.52,1,2,2,1611.52,1006,2891,7031,2825,16330,395,72,12,52,67,397370,208152,84372,146900,1094110,1930904
erode,Tamil Nadu,3,1651.1,1,0,0,1651.1,719,2151,10029,1587,5709,355,52,8,35,58,255245,111852,80232,55545,331122,833996
gorakhpur,Uttar Pradesh,2,7919.74,3,2,2,23759.21,14450,37780,101233,41156,240336,390,65,9,42,60,5635500,2455700,911097,1728552,14420160,25151009
howrah,West Bengal,1,6359.67,1,0,0,6359.67,2398,6759,34348,5668,20625,395,65,10,44,63,947210,439335,343480,249392,1299375,3278792
salem,Tamil Nadu,2,528.13,2,1,1,1056.26,374,1320,4914,1218,6325,360,52,8,36,59,134640,68640,39312,43848,373175,659615
vellore,Tamil Nadu,3,929.55,2,0,1,1859.1,968,2870,12478,2156,7301,355,50,8,35,58,343640,143500,99824,75460,423458,1085882
kanpur,Uttar Pradesh,1,5008.93,3,0,2,15026.79,8526,27250,115599,24257,78314,395,65,9,42,60,3367770,1771250,1040391,1018794,4698840,11897045
guwahati,Assam,1,11600.06,2,1,1,23200.13,12772,33110,111231,31320,146606,385,65,10,45,67,4917220,2152150,1112310,1409400,9822602,19413682
bhopal,Madhya Pradesh,1,6748.41,3,1,1,20245.23,7430,26448,95971,27211,125646,370,60,10,43,62,2749100,1586880,959710,1170073,7790052,14255815
hyderabad,Telangana,1,921.17,4,0,2,3684.68,2156,6840,28933,6486,20145,415,60,8,42,61,894740,410400,231464,272412,1228845,3037861
vellore,Tamil Nadu,3,251.05,2,0,1,502.1,254,690,3090,612,1931,355,50,8,35,58,90170,34500,24720,21420,111998,282808
surat,Gujarat,1,1949.05,4,2,0,7796.19,3146,9048,28027,9752,59673,380,58,10,42,57,1195480,524784,280270,409584,3401361,5811479
thoothukudi,Tamil Nadu,3,3593.51,3,0,1,10780.54,4991,17096,72167,13907,45371,352,50,8,35,57,1756832,854800,577336,486745,2586147,6261860
indore,Madhya Pradesh,1,4785.28,1,0,1,4785.28,1988,6989,31428,5702,19096,380,60,11,43,58,755440,419340,345708,245186,1107568,2873242
vellore,Tamil Nadu,3,1907.08,1,0,1,1907.08,646,2579,11631,2313,7671,355,50,8,35,58,229330,128950,93048,80955,444918,977201
bhubaneswar,Odisha,1,8366.65,4,1,1,33466.6,18390,49706,166065,46592,219489,380,60,10,43,65,6988200,2982360,1660650,2003456,14266785,27901451
erode,Tamil Nadu,3,635.3,1,0,2,635.3,348,1008,4488,967,2939,355,52,8,35,58,123540,52416,35904,33845,170462,416167
pune,Maharashtra,1,9323.05,4,2,2,37292.2,22875,59617,149709,64487,356797,405,68,8,43,59,9264375,4053956,1197672,2772941,21051023,38339967
jaipur,Rajasthan,1,6974.66,3,0,1,20923.99,8885,30898,129281,24180,82341,405,62,7,43,60,3598425,1915676,904967,1039740,4940460,12399268
surat,Gujarat,1,1917.56,8,1,2,15340.45,10625,25116,90218,28933,134281,380,58,10,42,57,4037500,1456728,902180,1215186,7654017,15265611
erode,Tamil Nadu,3,2474.79,1,0,0,2474.79,811,2838,14207,2291,8465,355,52,8,35,58,287905,147576,113656,80185,490970,1120292
howrah,West Bengal,1,5198.45,3,0,2,15595.35,8546,27959,119264,25001,82931,395,65,10,44,63,3375670,1817335,1192640,1100044,5224653,12710342
pune,Maharashtra,1,6902.92,1,0,2,6902.92,3364,10941,46484,9166,29667,405,68,8,43,59,1362420,743988,371872,394138,1750353,4622771
ahmedabad,Gujarat,1,1824.8,3,0,2,5474.4,2609,9344,40284,8616,26881,385,58,7,40,55,1004465,541952,281988,344640,1478455,3651500
ahmedabad,Gujarat,1,3824.93,3,1,1,11474.8,5083,17316,57827,15465,74269,385,58,7,40,55,1956955,1004328,404789,618600,4084795,8069467
chennai,Tamil Nadu,1,8524.14,8,1,2,68193.13,46320,111759,370364,118893,556119,410,73,8,45,61,18991200,8158407,2962912,5350185,33923259,69385963
thoothukudi,Tamil Nadu,3,2416.77,4,0,1,9667.09,4555,12900,62414,13044,39768,352,50,8,35,57,1603360,645000,499312,456540,2266776,5470988
erode,Tamil Nadu,3,883.51,1,1,1,883.51,439,1183,4130,1023,5133,355,52,8,35,58,155845,61516,33040,35805,297714,583920
ahmedabad,Gujarat,1,5306.24,2,2,1,10612.48,5886,14981,42784,15180,90526,385,58,7,40,55,2266110,868898,299488,607200,4978930,9020626
dehradun,Uttarakhand,2,4316.66,2,0,1,8633.32,2575,12598,55585,10081,33416,400,68,10,48,68,1030000,856664,555850,483888,2272288,5198690
indore,Madhya Pradesh,1,2512.67,6,1,2,15076.05,8001,23601,75570,25221,109747,380,60,11,43,58,3040380,1416060,831270,1084503,6365326,12737539
coimbatore,Tamil Nadu,2,1365.14,4,0,1,5460.57,2151,8598,37228,7279,24426,370,62,10,40,62,795870,533076,372280,291160,1514412,3506798
indore,Madhya Pradesh,1,8334.61,3,1,2,25003.83,13905,44535,138083,41125,195057,380,60,11,43,58,5283900,2672100,1518913,1768375,11313306,22556594
hubli,Karnataka,2,5743.51,2,0,2,11487.01,7696,20583,90653,19451,59212,375,62,10,45,64,2886000,1276146,906530,875295,3789568,9733539
nagpur,Maharashtra,2,4883.63,2,0,0,9767.27,4859,13249,58398,10307,35132,385,62,11,43,61,1870715,821438,642378,443201,2143052,5920784
nagpur,Maharashtra,2,2591.38,2,1,1,5182.75,2563,7173,23410,6868,31777,385,62,11,43,61,986755,444726,257510,295324,1938397,3922712
vadodara,Gujarat,2,4468.89,2,0,0,8937.79,2486,10557,54156,8800,32777,382,58,10,42,56,949652,612306,541560,369600,1835512,4308630
nagpur,Maharashtra,2,6742.56,1,0,2,6742.56,3640,10475,44453,9334,29550,385,62,11,43,61,1401400,649450,488983,401362,1802550,4743745
indore,Madhya Pradesh,1,11329.56,4,0,0,45318.22,16203,53805,252322,44844,153274,380,60,11,43,58,6157140,3228300,2775542,1928292,8889892,22979166
varanasi,Uttar Pradesh,2,5101.38,2,0,0,10202.75,4014,13822,62048,9997,37399,390,65,9,43,60,1565460,898430,558432,429871,2243940,5696133
kochi,Kerala,1,523.55,5,1,2,2617.77,1921,4643,15853,5141,22811,395,72,12,52,67,758795,334296,190236,267332,1528337,3078996
dehradun,Uttarakhand,2,7641.68,3,0,0,22925.03,7904,30955,130031,22662,80431,400,68,10,48,68,3161600,2104940,1300310,1087776,5469308,13123934
delhi,Delhi,1,8300.03,4,1,1,33200.14,14459,49631,174117,50129,228232,410,78,8,50,65,5928190,3871218,1392936,2506450,14835080,28533874
visakhapatnam,Andhra Pradesh,1,8030.01,6,2,1,48180.06,25975,71114,199492,73197,436490,385,62,10,44,63,10000375,4409068,1994920,3220668,27498870,47123901
guntur,Andhra Pradesh,2,7260.42,3,1,1,21781.25,8217,32996,99267,26493,129052,380,60,9,42,62,3122460,1979760,893403,1112706,8001224,15109553
visakhapatnam,Andhra Pradesh,1,7700.87,2,1,0,15401.74,5715,18561,73381,17595,89509,385,62,10,44,63,2200275,1150782,733810,774180,5639067,10498114
erode,Tamil Nadu,3,447.62,1,0,1,447.62,193,589,2882,481,1698,355,52,8,35,58,68515,30628,23056,16835,98484,237518
aurangabad,Maharashtra,2,6576.77,3,0,1,19730.31,7428,25409,115696,22665,75898,375,60,9,43,61,2785500,1524540,1041264,974595,4629778,10955677
erode,Tamil Nadu,3,3636.1,2,0,0,7272.19,2549,10436,44298,7559,27727,355,52,8,35,58,904895,542672,354384,264565,1608166,3674682
srinagar,Jammu and Kashmir,2,7746.14,1,0,2,7746.14,4204,13954,55796,12191,38015,430,90,13,60,74,1807720,1255860,725348,731460,2813110,7333498
nashik,Maharashtra,2,4400.2,1,0,1,4400.2,1692,6020,28310,5514,16747,390,62,9,44,62,659880,373240,254790,242616,1038314,2568840
meerut,Uttar Pradesh,2,7005.29,2,1,0,14010.57,4760,16648,62821,15002,77859,400,68,9,44,62,1904000,1132064,565389,660088,4827258,9088799
thoothukudi,Tamil Nadu,3,3710.66,2,0,0,7421.33,1641,9561,41459,7721,25778,352,50,8,35,57,577632,478050,331672,270235,1469346,3126935
erode,Tamil Nadu,3,3212.5,2,0,1,6425.0,2268,9264,39236,7470,25368,355,52,8,35,58,805140,481728,313888,261450,1471344,3333550
warangal,Telangana,2,1999.29,3,0,0,5997.88,2473,7998,36098,6298,21898,395,58,8,42,62,976835,463884,288784,264516,1357676,3351695
durgapur,West Bengal,2,4437.19,2,0,1,8874.38,3543,13328,61571,12261,38530,380,65,10,44,63,1346340,866320,615710,539484,2427390,5795244
vellore,Tamil Nadu,3,2070.86,1,0,1,2070.86,653,2743,12630,2535,7697,355,50,8,35,58,231815,137150,101040,88725,446426,1005156
kanpur,Uttar Pradesh,1,599.12,1,2,1,599.12,249,786,2172,784,4604,395,65,9,42,60,98355,51090,19548,32928,276240,478161
surat,Gujarat,1,10636.82,3,0,2,31910.46,20151,54936,238251,50768,160886,380,58,10,42,57,7657380,3186288,2382510,2132256,9170502,24528936
kanpur,Uttar Pradesh,1,3525.46,4,0,2,14101.85,7193,20254,94049,21434,64443,395,65,9,42,60,2841235,1316510,846441,900228,3866580,9770994
agra,Uttar Pradesh,2,4775.0,10,0,2,47749.97,27629,77878,310295,77168,242831,395,65,9,42,60,10913455,5062070,2792655,3241056,14569860,36579096
vellore,Tamil Nadu,3,3501.66,2,1,0,7003.32,2505,9299,30859,7551,39142,355,50,8,35,58,889275,464950,246872,264285,2270236,4135618
mysore,Karnataka,2,5059.37,3,1,1,15178.12,7681,22361,81816,22390,102842,375,62,10,44,64,2880375,1386382,818160,985160,6581888,12651965
tirunelveli,Tamil Nadu,3,2273.9,1,0,0,2273.9,835,2539,13363,2297,8142,352,50,8,35,57,293920,126950,106904,80395,464094,1072263
bhopal,Madhya Pradesh,1,8461.69,1,1,2,8461.69,5170,14236,49492,14467,65746,370,60,10,43,62,1912900,854160,494920,622081,4076252,7960313
thoothukudi,Tamil Nadu,3,725.77,1,0,1,725.77,267,1012,4870,861,2916,352,50,8,35,57,93984,50600,38960,30135,166212,379891
mysore,Karnataka,2,4406.08,5,0,2,22030.4,13300,39185,168081,37232,119386,375,62,10,44,64,4987500,2429470,1680810,1638208,7640704,18376692
bhopal,Madhya Pradesh,1,6672.53,6,2,2,40035.15,27262,69389,188927,78536,468162,370,60,10,43,62,10086940,4163340,1889270,3377048,29026044,48542642
vellore,Tamil Nadu,3,2405.58,1,1,1,2405.58,1242,3984,12835,3203,15957,355,50,8,35,58,440910,199200,102680,112105,925506,1780401
pune,Maharashtra,1,9315.22,1,1,1,9315.22,4663,13365,47516,13072,60756,405,68,8,43,59,1888515,908820,380128,562096,3584604,7324163
erode,Tamil Nadu,3,746.68,3,0,0,2240.04,902,2685,12385,2145,7738,355,52,8,35,58,320210,139620,99080,75075,448804,1082789
vijayawada,Andhra Pradesh,2,3596.9,2,0,2,7193.81,4688,12122,52766,11280,35967,380,60,9,43,62,1781440,727320,474894,485040,2229954,5698648
kozhikode,Kerala,2,5934.85,3,0,1,17804.54,7935,26934,124797,22258,76250,390,70,12,50,66,3094650,1885380,1497564,1112900,5032500,12622994
kolkata,West Bengal,1,8753.76,4,0,2,35015.04,18789,54398,226792,48555,158527,400,65,8,43,63,7515600,3535870,1814336,2087865,9987201,24940872
tirunelveli,Tamil Nadu,3,1686.2,1,2,1,1686.2,786,2438,6778,2262,14002,352,50,8,35,57,276672,121900,54224,79170,798114,1330080
jodhpur,Rajasthan,2,3494.93,6,2,0,20969.55,8616,22477,71179,24548,160588,390,60,8,40,58,3360240,1348620,569432,981920,9314104,15574316
vadodara,Gujarat,2,5262.59,2,0,1,10525.17,3459,14575,67343,11689,42613,382,58,10,42,56,1321338,845350,673430,490938,2386328,5717384
chandigarh,Punjab,1,6643.35,1,1,2,6643.35,3670,10832,34754,10864,47890,390,68,11,48,64,1431300,736576,382294,521472,3064960,6136602
erode,Tamil Nadu,3,2232.49,2,0,1,4464.98,1181,6645,27331,5094,17126,355,52,8,35,58,419255,345540,218648,178290,993308,2155041
ahmedabad,Gujarat,1,5950.44,2,1,2,11900.88,6252,19094,61876,18638,84803,385,58,7,40,55,2407020,1107452,433132,745520,4664165,9357289
kochi,Kerala,1,2690.66,2,1,0,5381.32,1621,6955,22875,5855,29774,395,72,12,52,67,640295,500760,274500,304460,1994858,3714873
vellore,Tamil Nadu,3,2008.12,1,1,1,2008.12,1092,2737,9947,2895,12653,355,50,8,35,58,387660,136850,79576,101325,733874,1439285
thiruvananthapuram,Kerala,1,9002.33,3,0,1,27007.0,11107,37169,156924,32783,103293,395,72,12,52,67,4387265,2676168,1883088,1704716,6920631,17571868
hyderabad,Telangana,1,10397.11,2,0,1,20794.23,10822,32632,140164,25965,89518,415,60,8,42,61,4491130,1957920,1121312,1090530,5460598,14121490
bhubaneswar,Odisha,1,1430.52,4,0,1,5722.06,2316,8814,36823,7135,23845,380,60,10,43,65,880080,528840,368230,306805,1549925,3633880
dehradun,Uttarakhand,2,4718.91,4,1,2,18875.65,13601,33567,107534,34025,151149,400,68,10,48,68,5440400,2282556,1075340,1633200,10278132,20709628
jaipur,Rajasthan,1,10336.14,3,1,2,31008.42,20496,55294,183645,53810,254707,405,62,7,43,60,8300880,3428228,1285515,2313830,15282420,30610873
erode,Tamil Nadu,3,559.52,1,0,2,559.52,316,912,3914,808,2595,355,52,8,35,58,112180,47424,31312,28280,150510,369706
delhi,Delhi,1,7767.44,2,2,1,15534.89,7752,20874,61343,23543,132605,410,78,8,50,65,3178320,1628172,490744,1177150,8619325,15093711
patna,Bihar,2,1477.25,2,0,0,2954.51,1083,4099,18035,3227,10628,395,62,7,43,59,427785,254138,126245,138761,627052,1573981
varanasi,Uttar Pradesh,2,2510.47,2,0,2,5020.94,2577,9029,36963,7688,25694,390,65,9,43,60,1005030,586885,332667,330584,1541640,3796806
amritsar,Punjab,2,2975.4,3,2,1,8926.2,4772,11936,30694,11967,71912,390,68,11,48,64,1861080,811648,337634,574416,4602368,8187146
vijayawada,Andhra Pradesh,2,4099.66,2,1,0,8199.33,3506,11095,38426,9373,48178,380,60,9,43,62,1332280,665700,345834,403039,2987036,5733889
chandigarh,Punjab,1,6011.83,1,0,2,6011.83,3418,10879,45342,9863,30707,390,68,11,48,64,1333020,739772,498762,473424,1965248,5010226
guntur,Andhra Pradesh,2,1765.99,4,2,1,7063.95,3098,11001,29358,11603,66426,380,60,9,42,62,1177240,660060,264222,487326,4118412,6707260
vadodara,Gujarat,2,5970.43,3,1,1,17911.29,8950,26276,94175,24097,118893,382,58,10,42,56,3418900,1524008,941750,1012074,6658008,13554740
surat,Gujarat,1,4413.73,3,0,1,13241.2,6576,20897,92648,17142,58467,380,58,10,42,57,2498880,1212026,926480,719964,3332619,8689969
ahmedabad,Gujarat,1,4260.31,4,1,2,17041.23,10131,29681,98389,30475,141200,385,58,7,40,55,3900435,1721498,688723,1219000,7766000,15295656
tirunelveli,Tamil Nadu,3,3181.14,3,0,0,9543.41,3475,12266,57212,10082,36761,352,50,8,35,57,1223200,613300,457696,352870,2095377,4742443
bhubaneswar,Odisha,1,2932.71,3,0,1,8798.13,3584,12833,58614,11100,36322,380,60,10,43,65,1361920,769980,586140,477300,2360930,5556270
delhi,Delhi,1,6902.56,1,0,2,6902.56,3394,12096,50725,10500,33684,410,78,8,50,65,1391540,943488,405800,525000,2189460,5455288
vellore,Tamil Nadu,3,3661.59,2,0,1,7323.18,2893,10866,49654,8729,31397,355,50,8,35,58,1027015,543300,397232,305515,1821026,4094088
srinagar,Jammu and Kashmir,2,6722.58,1,1,2,6722.58,3511,11086,37866,11643,49141,430,90,13,60,74,1509730,997740,492258,698580,3636434,7334742
erode,Tamil Nadu,3,3969.04,1,0,2,3969.04,1726,6510,29261,6274,19004,355,52,8,35,58,612730,338520,234088,219590,1102232,2507160
erode,Tamil Nadu,3,2367.55,1,0,2,2367.55,1292,4278,17964,3847,11826,355,52,8,35,58,458660,222456,143712,134645,685908,1645381
bhopal,Madhya Pradesh,1,5516.52,3,2,2,16549.55,11427,28272,76815,30070,174502,370,60,10,43,62,4227990,1696320,768150,1293010,10819124,18804594
ahmedabad,Gujarat,1,8482.33,5,0,0,42411.64,17465,54075,262399,47692,168184,385,58,7,40,55,6724025,3136350,1836793,1907680,9250120,22854968
hyderabad,Telangana,1,5043.09,2,0,0,10086.18,3515,12623,52385,10045,33147,415,60,8,42,61,1458725,757380,419080,421890,2021967,5079042
chennai,Tamil Nadu,1,2736.46,2,1,1,5472.91,2613,7614,26779,7125,33413,410,73,8,45,61,1071330,555822,214232,320625,2038193,4200202
kozhikode,Kerala,2,1162.63,2,0,0,2325.27,786,3179,13406,2184,7949,390,70,12,50,66,306540,222530,160872,109200,524634,1323776
bhubaneswar,Odisha,1,2759.84,2,1,0,5519.69,2255,6422,21422,5461,27446,380,60,10,43,65,856900,385320,214220,234823,1783990,3475253
faridabad,Haryana,2,4363.85,2,0,0,8727.69,2691,10515,47295,8619,29574,405,78,11,52,66,1089855,820170,520245,448188,1951884,4830342
mangalore,Karnataka,2,480.84,4,0,1,1923.34,893,3026,13084,2643,8506,378,65,11,47,64,337554,196690,143924,124221,544384,1346773
mumbai,Maharashtra,1,4239.41,3,1,2,12718.22,6732,21018,71947,21364,95713,450,88,15,60,67,3029400,1849584,1079205,1281840,6412771,13652800
vellore,Tamil Nadu,3,3288.23,1,0,0,3288.23,1154,4246,20214,3131,11395,355,50,8,35,58,409670,212300,161712,109585,660910,1554177
kozhikode,Kerala,2,738.37,1,0,2,738.37,331,1178,5270,1052,3449,390,70,12,50,66,129090,82460,63240,52600,227634,555024
jaipur,Rajasthan,1,7741.62,3,0,2,23224.87,13466,38229,166076,34026,112312,405,62,7,43,60,5453730,2370198,1162532,1463118,6738720,17188298
kanpur,Uttar Pradesh,1,5384.15,3,1,2,16152.45,11148,26475,91469,28349,126062,395,65,9,42,60,4403460,1720875,823221,1190658,7563720,15701934
thoothukudi,Tamil Nadu,3,299.49,3,1,1,898.48,431,1328,4789,1399,5948,352,50,8,35,57,151712,66400,38312,48965,339036,644425
surat,Gujarat,1,1336.23,3,0,2,4008.7,2025,6399,28215,5872,18899,380,58,10,42,57,769500,371142,282150,246624,1077243,2746659
kolkata,West Bengal,1,1550.07,3,0,1,4650.22,2222,6820,30146,6041,19941,400,65,8,43,63,888800,443300,241168,259763,1256283,3089314
ludhiana,Punjab,1,4456.58,3,0,1,13369.73,5958,18142,84138,15731,53126,388,68,11,48,64,2311704,1233656,925518,755088,3400064,8626030
mangalore,Karnataka,2,7142.67,1,0,0,7142.67,2871,8689,40695,6683,24563,378,65,11,47,64,1085238,564785,447645,314101,1572032,3983801
kanpur,Uttar Pradesh,1,569.3,3,2,1,1707.89,927,2174,6221,2294,13442,395,65,9,42,60,366165,141310,55989,96348,806520,1466332
cuttack,Odisha,2,3156.93,1,0,1,3156.93,1169,4470,18848,3744,11930,375,58,9,42,64,438375,259260,169632,157248,763520,1788035
delhi,Delhi,1,10102.57,7,0,1,70718.02,34666,97700,457269,91342,309970,410,78,8,50,65,14213060,7620600,3658152,4567100,20148050,50206962
madurai,Tamil Nadu,2,1736.79,4,0,1,6947.16,3171,9608,42848,8412,27601,368,58,9,38,60,1166928,557264,385632,319656,1656060,4085540
amritsar,Punjab,2,1949.18,4,1,1,7796.7,2594,12016,36967,10898,51428,390,68,11,48,64,1011660,817088,406637,523104,3291392,6049881
agra,Uttar Pradesh,2,780.37,3,0,1,2341.11,1076,3631,15412,2946,10142,395,65,9,42,60,425020,236015,138708,123732,608520,1531995
thiruvananthapuram,Kerala,1,10847.71,4,0,1,43390.83,25083,64108,299065,56268,190184,395,72,12,52,67,9907785,4615776,3588780,2925936,12742328,33780605
pune,Maharashtra,1,6828.41,6,2,0,40970.43,22298,53672,155747,56911,355521,405,68,8,43,59,9030690,3649696,1245976,2447173,20975739,37349274
aurangabad,Maharashtra,2,3598.2,1,0,0,3598.2,1070,4719,22490,3980,13606,375,60,9,43,61,401250,283140,202410,171140,829966,1887906
