city,state,tier,area_sqft,floors,building_type,quality,total_area_sqft,cement_bags,sand_cft,bricks,aggregate_cft,steel_kg,price_cement_per_bag,price_sand_per_cft,price_brick_per_nos,price_agg_per_cft,price_steel_per_kg,cost_cement,cost_sand,cost_bricks,cost_aggregate,cost_steel,total_material_cost
trichy,Tamil Nadu,2,11960.74,2,1,2,23921.47,16422,39062,128763,37515,176281,362.0,54.0,9.0,37.0,59.0,5944764,2109348,1158867,1388055,10400579,21001613
thoothukudi,Tamil Nadu,3,10740.55,2,0,1,21481.09,10209,30647,134386,25302,85164,352.0,50.0,8.0,35.0,57.0,3593568,1532350,1075088,885570,4854348,11940924
guwahati,Assam,1,6257.89,5,2,2,31289.46,20503,57311,143154,62123,354342,385.0,65.0,10.0,45.0,67.0,7893655,3725215,1431540,2795535,23740914,39586859
kochi,Kerala,1,9938.79,1,0,0,9938.79,3264,12374,58199,9990,34949,395.0,72.0,12.0,52.0,67.0,1289280,890928,698388,519480,2341583,5739659
delhi,Delhi,1,9826.68,1,0,0,9826.68,3620,13012,54889,8863,32396,410.0,78.0,8.0,50.0,65.0,1484200,1014936,439112,443150,2105740,5487138
ludhiana,Punjab,1,11230.63,3,0,1,33691.88,11353,53738,229853,44393,147553,388.0,68.0,11.0,48.0,64.0,4404964,3654184,2528383,2130864,9443392,22161787
aurangabad,Maharashtra,2,10122.9,2,0,1,20245.8,7531,28009,125235,24539,76967,375.0,60.0,9.0,43.0,61.0,2824125,1680540,1127115,1055177,4694987,11381944
jodhpur,Rajasthan,2,7795.41,2,0,1,15590.83,6096,22199,99850,18131,61746,390.0,60.0,8.0,40.0,58.0,2377440,1331940,798800,725240,3581268,8814688
mumbai,Maharashtra,1,7389.78,4,2,1,29559.14,13452,42367,115729,45953,255241,450.0,88.0,15.0,60.0,67.0,6053400,3728296,1735935,2757180,17101147,31375958
varanasi,Uttar Pradesh,2,5714.82,6,0,2,34288.9,18849,55973,241313,52642,173812,390.0,65.0,9.0,43.0,60.0,7351110,3638245,2171817,2263606,10428720,25853498
kolkata,West Bengal,1,7592.53,4,0,0,30370.12,10664,36667,178046,32146,116305,400.0,65.0,8.0,43.0,63.0,4265600,2383355,1424368,1382278,7327215,16782816
vellore,Tamil Nadu,3,9583.56,2,1,0,19167.11,6902,24208,86539,21016,106188,355.0,50.0,8.0,35.0,58.0,2450210,1210400,692312,735560,6158904,11247386
trichy,Tamil Nadu,2,11634.64,8,0,2,93077.15,60999,154687,697564,155697,511581,362.0,54.0,9.0,37.0,59.0,22081638,8353098,6278076,5760789,30183279,72656880
jaipur,Rajasthan,1,5713.99,2,1,0,11427.98,5030,15020,51647,14185,66742,405.0,62.0,7.0,43.0,60.0,2037150,931240,361529,609955,4004520,7944394
bangalore,Karnataka,1,6969.11,1,2,1,6969.11,3489,10133,26519,9111,55186,380.0,68.0,12.0,52.0,65.0,1325820,689044,318228,473772,3587090,6393954
indore,Madhya Pradesh,1,5448.7,2,1,2,10897.41,6007,16762,57289,16534,77301,380.0,60.0,11.0,43.0,58.0,2282660,1005720,630179,710962,4483458,9112979
amritsar,Punjab,2,8088.17,4,0,0,32352.66,11638,37123,181400,30479,113230,390.0,68.0,11.0,48.0,64.0,4538820,2524364,1995400,1462992,7246720,17768296
lucknow,Uttar Pradesh,1,7633.06,1,0,0,7633.06,3193,10225,46125,7997,27227,405.0,65.0,9.0,47.0,60.0,1293165,664625,415125,375859,1633620,4382394
aurangabad,Maharashtra,2,410.44,3,0,1,1231.32,511,1911,8431,1700,5515,375.0,60.0,9.0,43.0,61.0,191625,114660,75879,73100,336415,791679
indore,Madhya Pradesh,1,6585.71,5,0,0,32928.53,10465,43704,182536,35405,122618,380.0,60.0,11.0,43.0,58.0,3976700,2622240,2007896,1522415,7111844,17241095
gurgaon,Haryana,1,1244.15,2,0,1,2488.29,1252,3655,17477,3238,10575,405.0,78.0,11.0,52.0,66.0,507060,285090,192247,168376,697950,1850723
ludhiana,Punjab,1,511.33,3,2,0,1533.98,655,1817,5010,1744,11154,388.0,68.0,11.0,48.0,64.0,254140,123556,55110,83712,713856,1230374
jabalpur,Madhya Pradesh,2,9536.13,2,0,0,19072.25,6702,24920,117040,20622,73712,365.0,58.0,10.0,42.0,60.0,2446230,1445360,1170400,866124,4422720,10350834
warangal,Telangana,2,3252.07,2,0,1,6504.14,3032,10108,43726,7945,27735,395.0,58.0,8.0,42.0,62.0,1197640,586264,349808,333690,1719570,4186972
warangal,Telangana,2,4219.73,2,0,2,8439.46,3941,14184,59208,11996,39385,395.0,58.0,8.0,42.0,62.0,1556695,822672,473664,503832,2441870,5798733
bangalore,Karnataka,1,956.2,3,0,2,2868.59,1497,4472,19453,4410,13664,380.0,68.0,12.0,52.0,65.0,568860,304096,233436,229320,888160,2223872
madurai,Tamil Nadu,2,2318.1,2,0,2,4636.21,2250,7705,32139,7022,21797,368.0,58.0,9.0,38.0,60.0,828000,446890,289251,266836,1307820,3138797
visakhapatnam,Andhra Pradesh,1,9234.14,5,2,1,46170.68,26627,68220,184685,65676,400420,385.0,62.0,10.0,44.0,63.0,10251395,4229640,1846850,2889744,25226460,44444089
jodhpur,Rajasthan,2,6023.66,8,0,1,48189.31,23624,69632,320933,63926,217474,390.0,60.0,8.0,40.0,58.0,9213360,4177920,2567464,2557040,12613492,31129276
kanpur,Uttar Pradesh,1,10591.89,7,2,1,74143.22,41942,113888,301070,120241,698741,395.0,65.0,9.0,42.0,60.0,16567090,7402720,2709630,5050122,41924460,73654022
chennai,Tamil Nadu,1,4887.46,1,1,1,4887.46,2342,6900,25857,7169,31837,410.0,73.0,8.0,45.0,61.0,960220,503700,206856,322605,1942057,3935438
thiruvananthapuram,Kerala,1,3370.67,1,2,2,3370.67,2123,5649,14854,5835,33752,395.0,72.0,12.0,52.0,67.0,838585,406728,178248,303420,2261384,3988365
mumbai,Maharashtra,1,4301.68,2,0,0,8603.36,3235,11402,50441,8407,29883,450.0,88.0,15.0,60.0,67.0,1455750,1003376,756615,504420,2002161,5722322
srinagar,Jammu and Kashmir,2,8610.71,4,0,1,34442.83,15871,50471,246406,48698,154830,430.0,90.0,13.0,60.0,74.0,6824530,4542390,3203278,2921880,11457420,28949498
bhopal,Madhya Pradesh,1,6749.07,8,0,1,53992.54,28069,76042,330425,67115,220598,370.0,60.0,10.0,43.0,62.0,10385530,4562520,3304250,2885945,13677076,34815321
guntur,Andhra Pradesh,2,10869.46,4,2,0,43477.82,19603,55742,156644,56281,354834,380.0,60.0,9.0,42.0,62.0,7449140,3344520,1409796,2363802,21999708,36566966
vijayawada,Andhra Pradesh,2,7305.59,3,1,1,21916.77,11010,30780,108443,29665,136612,380.0,60.0,9.0,43.0,62.0,4183800,1846800,975987,1275595,8469944,16752126
pune,Maharashtra,1,6017.61,1,1,1,6017.61,2769,8141,28586,7183,35583,405.0,68.0,8.0,43.0,59.0,1121445,553588,228688,308869,2099397,4311987
vadodara,Gujarat,2,9471.88,5,0,0,47359.41,11973,55768,261283,48159,166848,382.0,58.0,10.0,42.0,56.0,4573686,3234544,2612830,2022678,9343488,21787226
cuttack,Odisha,2,11380.9,1,0,2,11380.9,6041,18558,78886,15204,51638,375.0,58.0,9.0,42.0,64.0,2265375,1076364,709974,638568,3304832,7995113
ahmedabad,Gujarat,1,4398.98,1,0,1,4398.98,2153,5786,26635,4895,16531,385.0,58.0,7.0,40.0,55.0,828905,335588,186445,195800,909205,2455943
raipur,Chhattisgarh,2,3148.54,5,0,2,15742.7,8846,28636,111599,22795,80715,365.0,58.0,9.0,40.0,60.0,3228790,1660888,1004391,911800,4842900,11648769
pune,Maharashtra,1,7471.37,3,0,1,22414.1,9866,31597,142413,27045,92200,405.0,68.0,8.0,43.0,59.0,3995730,2148596,1139304,1162935,5439800,13886365
pune,Maharashtra,1,6086.7,1,0,1,6086.7,2561,8952,38401,7481,24255,405.0,68.0,8.0,43.0,59.0,1037205,608736,307208,321683,1431045,3705877
chennai,Tamil Nadu,1,11872.39,2,1,2,23744.78,12150,38519,124855,37045,170227,410.0,73.0,8.0,45.0,61.0,4981500,2811887,998840,1667025,10383847,20843099
guwahati,Assam,1,5655.87,1,2,2,5655.87,3576,9593,24987,9677,57566,385.0,65.0,10.0,45.0,67.0,1376760,623545,249870,435465,3856922,6542562
hyderabad,Telangana,1,1077.11,3,1,0,3231.34,1341,4220,14917,3882,18601,415.0,60.0,8.0,42.0,61.0,556515,253200,119336,163044,1134661,2226756
ludhiana,Punjab,1,11732.95,2,1,0,23465.91,10678,31812,115831,26672,142156,388.0,68.0,11.0,48.0,64.0,4143064,2163216,1274141,1280256,9097984,17958661
howrah,West Bengal,1,10154.33,5,2,1,50771.63,26821,70676,195982,71546,429279,395.0,65.0,10.0,44.0,63.0,10594295,4593940,1959820,3148024,27044577,47340656
amritsar,Punjab,2,2303.35,2,0,1,4606.7,2175,6746,31526,6213,20245,390.0,68.0,11.0,48.0,64.0,848250,458728,346786,298224,1295680,3247668
dehradun,Uttarakhand,2,10874.34,2,0,1,21748.68,8264,29855,133143,24653,79423,400.0,68.0,10.0,48.0,68.0,3305600,2030140,1331430,1183344,5400764,13251278
jodhpur,Rajasthan,2,4219.87,1,1,1,4219.87,2042,5811,19107,5407,24624,390.0,60.0,8.0,40.0,58.0,796380,348660,152856,216280,1428192,2942368
kochi,Kerala,1,4649.92,2,0,1,9299.84,4610,14104,62108,11639,38789,395.0,72.0,12.0,52.0,67.0,1820950,1015488,745296,605228,2598863,6785825
jabalpur,Madhya Pradesh,2,10895.42,3,0,1,32686.26,14410,47009,217863,41575,134577,365.0,58.0,10.0,42.0,60.0,5259650,2726522,2178630,1746150,8074620,19985572
salem,Tamil Nadu,2,6455.36,4,0,1,25821.45,11309,34173,163946,31285,105018,360.0,52.0,8.0,36.0,59.0,4071240,1776996,1311568,1126260,6196062,14482126
guwahati,Assam,1,1825.6,2,0,1,3651.21,1342,4728,22043,4088,13773,385.0,65.0,10.0,45.0,67.0,516670,307320,220430,183960,922791,2151171
jodhpur,Rajasthan,2,4554.86,3,0,1,13664.59,6432,20693,92230,18483,58571,390.0,60.0,8.0,40.0,58.0,2508480,1241580,737840,739320,3397118,8624338
udaipur,Rajasthan,2,8720.75,4,0,1,34883.0,15284,49480,225229,44711,146737,392.0,60.0,8.0,40.0,58.0,5991328,2968800,1801832,1788440,8510746,21061146
jabalpur,Madhya Pradesh,2,2255.37,2,0,1,4510.75,1743,5967,27783,5083,16977,365.0,58.0,10.0,42.0,60.0,636195,346086,277830,213486,1018620,2492217
warangal,Telangana,2,7164.73,1,0,2,7164.73,3857,13258,55530,11015,36607,395.0,58.0,8.0,42.0,62.0,1523515,768964,444240,462630,2269634,5468983
lucknow,Uttar Pradesh,1,8404.23,2,2,1,16808.47,8511,23349,66393,24936,139806,405.0,65.0,9.0,47.0,60.0,3446955,1517685,597537,1171992,8388360,15122529
guwahati,Assam,1,4257.47,3,2,2,12772.42,7936,20334,55898,21753,126802,385.0,65.0,10.0,45.0,67.0,3055360,1321710,558980,978885,8495734,14410669
madurai,Tamil Nadu,2,8387.79,1,1,1,8387.79,4423,12115,41989,11239,53026,368.0,58.0,9.0,38.0,60.0,1627664,702670,377901,427082,3181560,6316877
thiruvananthapuram,Kerala,1,10633.65,2,2,1,21267.29,10042,30184,82279,30333,174356,395.0,72.0,12.0,52.0,67.0,3966590,2173248,987348,1577316,11681852,20386354
ludhiana,Punjab,1,5770.98,3,0,2,17312.93,9194,27924,121371,24563,82446,388.0,68.0,11.0,48.0,64.0,3567272,1898832,1335081,1179024,5276544,13256753
nashik,Maharashtra,2,4718.33,7,1,1,33028.31,17169,53570,175618,50872,242344,390.0,62.0,9.0,44.0,62.0,6695910,3321340,1580562,2238368,15025328,28861508
surat,Gujarat,1,3163.67,2,0,2,6327.34,2909,10249,43565,9114,28985,380.0,58.0,10.0,42.0,57.0,1105420,594442,435650,382788,1652145,4170445
raipur,Chhattisgarh,2,7329.62,1,1,2,7329.62,3728,12598,41687,11887,54856,365.0,58.0,9.0,40.0,60.0,1360720,730684,375183,475480,3291360,6233427
gorakhpur,Uttar Pradesh,2,10582.25,3,0,0,31746.76,11860,36218,169523,32114,108186,390.0,65.0,9.0,42.0,60.0,4625400,2354170,1525707,1348788,6491160,16345225
varanasi,Uttar Pradesh,2,4031.0,2,1,2,8062.01,4758,12117,41927,12589,57279,390.0,65.0,9.0,43.0,60.0,1855620,787605,377343,541327,3436740,6998635
cuttack,Odisha,2,4875.58,2,0,0,9751.16,2107,11668,50998,8204,32586,375.0,58.0,9.0,42.0,64.0,790125,676744,458982,344568,2085504,4355923
vadodara,Gujarat,2,4998.18,3,0,0,14994.54,5477,20546,87558,15593,57236,382.0,58.0,10.0,42.0,56.0,2092214,1191668,875580,654906,3205216,8019584
hubli,Karnataka,2,6817.59,6,1,2,40905.51,24839,69840,221763,72078,328295,375.0,62.0,10.0,45.0,64.0,9314625,4330080,2217630,3243510,21010880,40116725
salem,Tamil Nadu,2,2895.23,5,1,1,14476.13,7272,21275,69704,20693,94699,360.0,52.0,8.0,36.0,59.0,2617920,1106300,557632,744948,5587241,10614041
howrah,West Bengal,1,9902.09,1,0,2,9902.09,5273,17109,74477,14478,48840,395.0,65.0,10.0,44.0,63.0,2082835,1112085,744770,637032,3076920,7653642
ghaziabad,Uttar Pradesh,2,3688.11,4,1,1,14752.43,7330,22527,72627,22342,99405,405.0,78.0,11.0,52.0,66.0,2968650,1757106,798897,1161784,6560730,13247167
bangalore,Karnataka,1,8523.28,2,0,1,17046.56,6689,25876,113918,20771,69260,380.0,68.0,12.0,52.0,65.0,2541820,1759568,1367016,1080092,4501900,11250396
pune,Maharashtra,1,6255.95,2,1,0,12511.89,4456,15339,54352,13966,67386,405.0,68.0,8.0,43.0,59.0,1804680,1043052,434816,600538,3975774,7858860
cuttack,Odisha,2,7113.59,6,0,1,42681.55,17872,59413,271228,55312,182626,375.0,58.0,9.0,42.0,64.0,6702000,3445954,2441052,2323104,11688064,26600174
kochi,Kerala,1,2319.38,6,1,1,13916.3,7347,21026,72724,22154,100869,395.0,72.0,12.0,52.0,67.0,2902065,1513872,872688,1152008,6758223,13198856
erode,Tamil Nadu,3,8873.27,1,0,0,8873.27,3364,11151,53016,8453,31586,355.0,52.0,8.0,35.0,58.0,1194220,579852,424128,295855,1831988,4326043
jaipur,Rajasthan,1,2425.72,1,2,1,2425.72,1346,3178,9247,3320,19776,405.0,62.0,7.0,43.0,60.0,545130,197036,64729,142760,1186560,2136215
madurai,Tamil Nadu,2,1538.99,2,0,2,3077.98,1520,5049,21791,4622,14818,368.0,58.0,9.0,38.0,60.0,559360,292842,196119,175636,889080,2113037
lucknow,Uttar Pradesh,1,6650.82,3,0,1,19952.45,8892,27113,124668,23556,77770,405.0,65.0,9.0,47.0,60.0,3601260,1762345,1122012,1107132,4666200,12258949
gurgaon,Haryana,1,8569.71,5,0,1,42848.53,14940,58638,263566,48929,176299,405.0,78.0,11.0,52.0,66.0,6050700,4573764,2899226,2544308,11635734,27703732
visakhapatnam,Andhra Pradesh,1,790.42,1,0,0,790.42,208,1034,4410,793,2659,385.0,62.0,10.0,44.0,63.0,80080,64108,44100,34892,167517,390697
faridabad,Haryana,2,1018.86,2,0,0,2037.73,742,2690,12165,2092,7628,405.0,78.0,11.0,52.0,66.0,300510,209820,133815,108784,503448,1256377
ludhiana,Punjab,1,9671.61,2,1,1,19343.23,9904,29193,95352,27416,124937,388.0,68.0,11.0,48.0,64.0,3842752,1985124,1048872,1315968,7995968,16188684
ahmedabad,Gujarat,1,9746.59,1,0,1,9746.59,4076,12442,59573,10165,36905,385.0,58.0,7.0,40.0,55.0,1569260,721636,417011,406600,2029775,5144282
madurai,Tamil Nadu,2,3094.6,4,0,1,12378.38,5593,19806,86538,16516,56375,368.0,58.0,9.0,38.0,60.0,2058224,1148748,778842,627608,3382500,7995922
nagpur,Maharashtra,2,7459.69,4,0,0,29838.77,12417,38996,176445,30479,110514,385.0,62.0,11.0,43.0,61.0,4780545,2417752,1940895,1310597,6741354,17191143
udaipur,Rajasthan,2,5429.52,2,0,0,10859.05,3727,14892,66545,11123,40218,392.0,60.0,8.0,40.0,58.0,1460984,893520,532360,444920,2332644,5664428
jodhpur,Rajasthan,2,7665.81,1,0,2,7665.81,3708,12368,53209,10873,35284,390.0,60.0,8.0,40.0,58.0,1446120,742080,425672,434920,2046472,5095264
raipur,Chhattisgarh,2,10381.98,1,2,2,10381.98,6971,19679,50365,19348,110582,365.0,58.0,9.0,40.0,60.0,2544415,1141382,453285,773920,6634920,11547922
mysore,Karnataka,2,1142.31,2,0,1,2284.61,1058,3513,15708,2857,9733,375.0,62.0,10.0,44.0,64.0,396750,217806,157080,125708,622912,1520256
bhopal,Madhya Pradesh,1,9380.22,2,0,1,18760.43,7120,25949,121068,22900,75554,370.0,60.0,10.0,43.0,62.0,2634400,1556940,1210680,984700,4684348,11071068
chennai,Tamil Nadu,1,6017.74,3,0,1,18053.23,7576,27535,121008,23434,79076,410.0,73.0,8.0,45.0,61.0,3106160,2010055,968064,1054530,4823636,11962445
gurgaon,Haryana,1,6856.7,2,2,1,13713.4,7738,21264,57729,21261,120527,405.0,78.0,11.0,52.0,66.0,3133890,1658592,635019,1105572,7954782,14487855
vijayawada,Andhra Pradesh,2,7916.39,2,1,2,15832.78,8886,26337,85828,25851,118383,380.0,60.0,9.0,43.0,62.0,3376680,1580220,772452,1111593,7339746,14180691
agra,Uttar Pradesh,2,11086.95,4,2,1,44347.81,26618,69675,189065,72015,418768,395.0,65.0,9.0,42.0,60.0,10514110,4528875,1701585,3024630,25126080,44895280
chandigarh,Punjab,1,869.3,1,0,1,869.3,310,1264,5438,957,3333,390.0,68.0,11.0,48.0,64.0,120900,85952,59818,45936,213312,525918
trichy,Tamil Nadu,2,547.82,4,2,2,2191.28,1331,3531,9543,3895,21855,362.0,54.0,9.0,37.0,59.0,481822,190674,85887,144115,1289445,2191943
hubli,Karnataka,2,2303.49,3,1,1,6910.47,3889,11183,37032,10316,47893,375.0,62.0,10.0,45.0,64.0,1458375,693346,370320,464220,3065152,6051413
amritsar,Punjab,2,11840.08,5,2,2,59200.42,43069,107291,270561,115919,652626,390.0,68.0,11.0,48.0,64.0,16796910,7295788,2976171,5564112,41768064,74401045
aurangabad,Maharashtra,2,8637.9,1,0,1,8637.9,3352,12015,54454,9512,34091,375.0,60.0,9.0,43.0,61.0,1257000,720900,490086,409016,2079551,4956553
varanasi,Uttar Pradesh,2,7452.77,4,1,2,29811.06,14753,49666,160377,49486,223534,390.0,65.0,9.0,43.0,60.0,5753670,3228290,1443393,2127898,13412040,25965291
indore,Madhya Pradesh,1,755.06,1,0,2,755.06,387,1147,5111,1067,3318,380.0,60.0,11.0,43.0,58.0,147060,68820,56221,45881,192444,510426
raipur,Chhattisgarh,2,10573.5,7,0,1,74014.5,34073,103993,478539,95407,315497,365.0,58.0,9.0,40.0,60.0,12436645,6031594,4306851,3816280,18929820,45521190
mumbai,Maharashtra,1,9790.53,4,0,0,39162.12,13884,46912,215801,38352,136541,450.0,88.0,15.0,60.0,67.0,6247800,4128256,3237015,2301120,9148247,25062438
erode,Tamil Nadu,3,8044.64,2,1,2,16089.28,8108,25869,85271,24897,113028,355.0,52.0,8.0,35.0,58.0,2878340,1345188,682168,871395,6555624,12332715
guwahati,Assam,1,4201.74,2,2,2,8403.49,5455,14489,37959,15245,88543,385.0,65.0,10.0,45.0,67.0,2100175,941785,379590,686025,5932381,10039956
madurai,Tamil Nadu,2,1031.96,5,1,1,5159.79,2441,6952,23877,6518,32386,368.0,58.0,9.0,38.0,60.0,898288,403216,214893,247684,1943160,3707241
vadodara,Gujarat,2,7044.45,6,1,0,42266.72,20232,55927,196154,47362,250607,382.0,58.0,10.0,42.0,56.0,7728624,3243766,1961540,1989204,14033992,28957126
thoothukudi,Tamil Nadu,3,8692.4,6,1,2,52154.38,34650,90353,289951,89604,414427,352.0,50.0,8.0,35.0,57.0,12196800,4517650,2319608,3136140,23622339,45792537
thoothukudi,Tamil Nadu,3,1312.04,4,1,1,5248.14,3019,8487,28856,7861,37237,352.0,50.0,8.0,35.0,57.0,1062688,424350,230848,275135,2122509,4115530
ranchi,Jharkhand,2,7678.46,4,0,1,30713.83,13807,46529,199054,41604,130154,375.0,60.0,9.0,42.0,62.0,5177625,2791740,1791486,1747368,8069548,19577767
thiruvananthapuram,Kerala,1,3579.12,3,0,2,10737.36,5017,16439,73702,15721,50054,395.0,72.0,12.0,52.0,67.0,1981715,1183608,884424,817492,3353618,8220857
durgapur,West Bengal,2,9218.08,1,1,1,9218.08,3966,11740,44714,11371,54111,380.0,65.0,10.0,44.0,63.0,1507080,763100,447140,500324,3408993,6626637
mangalore,Karnataka,2,6567.47,1,0,2,6567.47,3159,11752,49569,9896,32497,378.0,65.0,11.0,47.0,64.0,1194102,763880,545259,465112,2079808,5048161
dehradun,Uttarakhand,2,1722.63,3,1,1,5167.9,2354,6857,24359,6606,31942,400.0,68.0,10.0,48.0,68.0,941600,466276,243590,317088,2172056,4140610
ghaziabad,Uttar Pradesh,2,6412.93,2,1,2,12825.86,7582,22534,77279,22696,102988,405.0,78.0,11.0,52.0,66.0,3070710,1757652,850069,1180192,6797208,13655831
mysore,Karnataka,2,4869.69,3,0,1,14609.08,6411,21683,95339,17914,60849,375.0,62.0,10.0,44.0,64.0,2404125,1344346,953390,788216,3894336,9384413
chennai,Tamil Nadu,1,2328.2,2,2,2,4656.4,2853,7745,19586,8103,46648,410.0,73.0,8.0,45.0,61.0,1169730,565385,156688,364635,2845528,5101966
madurai,Tamil Nadu,2,10129.89,3,0,1,30389.66,12458,46266,201809,36625,128833,368.0,58.0,9.0,38.0,60.0,4584544,2683428,1816281,1391750,7729980,18205983
vijayawada,Andhra Pradesh,2,330.14,2,0,1,660.27,283,896,4075,771,2583,380.0,60.0,9.0,43.0,62.0,107540,53760,36675,33153,160146,391274
delhi,Delhi,1,3883.11,2,0,1,7766.23,2862,10948,49866,8958,30503,410.0,78.0,8.0,50.0,65.0,1173420,853944,398928,447900,1982695,4856887
erode,Tamil Nadu,3,348.62,2,2,1,697.24,404,957,2607,884,5498,355.0,52.0,8.0,35.0,58.0,143420,49764,20856,30940,318884,563864
gorakhpur,Uttar Pradesh,2,1332.88,1,2,1,1332.88,778,1994,5547,2031,11977,390.0,65.0,9.0,42.0,60.0,303420,129610,49923,85302,718620,1286875
surat,Gujarat,1,3705.74,5,0,2,18528.68,9167,30172,128943,28425,93348,380.0,58.0,10.0,42.0,57.0,3483460,1749976,1289430,1193850,5320836,13037552
lucknow,Uttar Pradesh,1,840.4,3,0,1,2521.2,1169,4003,17110,3237,11059,405.0,65.0,9.0,47.0,60.0,473445,260195,153990,152139,663540,1703309
bhopal,Madhya Pradesh,1,7240.24,5,0,2,36201.2,20985,66003,269544,58733,193781,370.0,60.0,10.0,43.0,62.0,7764450,3960180,2695440,2525519,12014422,28960011
vellore,Tamil Nadu,3,1224.98,2,0,2,2449.96,1295,4136,18166,3746,12102,355.0,50.0,8.0,35.0,58.0,459725,206800,145328,131110,701916,1644879
jaipur,Rajasthan,1,8480.22,1,0,1,8480.22,3333,11336,53964,10084,33550,405.0,62.0,7.0,43.0,60.0,1349865,702832,377748,433612,2013000,4877057
hubli,Karnataka,2,821.18,1,1,0,821.18,353,1046,3667,957,4544,375.0,62.0,10.0,45.0,64.0,132375,64852,36670,43065,290816,567778
vellore,Tamil Nadu,3,899.84,1,1,1,899.84,385,1303,4396,1193,5452,355.0,50.0,8.0,35.0,58.0,136675,65150,35168,41755,316216,594964
jaipur,Rajasthan,1,3802.85,1,1,0,3802.85,1652,4929,17493,4196,21067,405.0,62.0,7.0,43.0,60.0,669060,305598,122451,180428,1264020,2541557
ludhiana,Punjab,1,10779.54,1,0,1,10779.54,5158,15516,69680,12912,42274,388.0,68.0,11.0,48.0,64.0,2001304,1055088,766480,619776,2705536,7148184
udaipur,Rajasthan,2,7768.44,6,0,1,46610.64,18531,70403,291784,59745,194641,392.0,60.0,8.0,40.0,58.0,7264152,4224180,2334272,2389800,11289178,27501582
ranchi,Jharkhand,2,9287.55,6,1,1,55725.3,31754,86975,293976,82714,393586,375.0,60.0,9.0,42.0,62.0,11907750,5218500,2645784,3473988,24402332,47648354
mumbai,Maharashtra,1,1870.31,7,1,1,13092.2,7199,19777,65756,18887,90729,450.0,88.0,15.0,60.0,67.0,3239550,1740376,986340,1133220,6078843,13178329
durgapur,West Bengal,2,10042.68,7,0,1,70298.76,25656,98535,433057,84675,302952,380.0,65.0,10.0,44.0,63.0,9749280,6404775,4330570,3725700,19085976,43296301
mangalore,Karnataka,2,296.13,2,0,0,592.25,260,840,3643,599,2233,378.0,65.0,11.0,47.0,64.0,98280,54600,40073,28153,142912,364018
thoothukudi,Tamil Nadu,3,2714.08,3,1,0,8142.23,3285,11315,38534,9928,49543,352.0,50.0,8.0,35.0,57.0,1156320,565750,308272,347480,2823951,5201773
chandigarh,Punjab,1,7469.89,1,0,1,7469.89,3206,11700,49876,9111,29902,390.0,68.0,11.0,48.0,64.0,1250340,795600,548636,437328,1913728,4945632
warangal,Telangana,2,4627.91,1,1,0,4627.91,2181,6030,22143,4925,27358,395.0,58.0,8.0,42.0,62.0,861495,349740,177144,206850,1696196,3291425
madurai,Tamil Nadu,2,11813.48,4,0,1,47253.93,23820,71529,339178,65528,206902,368.0,58.0,9.0,38.0,60.0,8765760,4148682,3052602,2490064,12414120,30871228
guntur,Andhra Pradesh,2,558.0,5,0,0,2790.02,1073,3603,17164,3031,11310,380.0,60.0,9.0,42.0,62.0,407740,216180,154476,127302,701220,1606918
kochi,Kerala,1,11983.46,4,1,1,47933.83,23912,64436,230982,63543,300505,395.0,72.0,12.0,52.0,67.0,9445240,4639392,2771784,3304236,20133835,40294487
durgapur,West Bengal,2,7558.81,5,0,1,37794.04,18209,53224,243220,47348,158402,380.0,65.0,10.0,44.0,63.0,6919420,3459560,2432200,2083312,9979326,24873818
vellore,Tamil Nadu,3,6792.74,2,0,1,13585.49,5748,20369,85180,16842,54663,355.0,50.0,8.0,35.0,58.0,2040540,1018450,681440,589470,3170454,7500354
gurgaon,Haryana,1,902.25,2,0,0,1804.49,616,2621,11315,1801,6782,405.0,78.0,11.0,52.0,66.0,249480,204438,124465,93652,447612,1119647
shimla,Himachal Pradesh,2,3425.28,2,1,0,6850.56,2944,9301,32468,7670,40708,415.0,82.0,12.0,55.0,70.0,1221760,762682,389616,421850,2849560,5645468
indore,Madhya Pradesh,1,11111.02,10,1,1,111110.2,59556,168291,562240,185133,846019,380.0,60.0,11.0,43.0,58.0,22631280,10097460,6184640,7960719,49069102,95943201
nagpur,Maharashtra,2,4380.1,7,0,2,30660.72,18622,51394,213972,51853,154519,385.0,62.0,11.0,43.0,61.0,7169470,3186428,2353692,2229679,9425659,24364928
hyderabad,Telangana,1,8007.51,3,1,1,24022.52,10223,32863,115683,31788,145999,415.0,60.0,8.0,42.0,61.0,4242545,1971780,925464,1335096,8905939,17380824
durgapur,West Bengal,2,11994.06,1,0,0,11994.06,3479,13765,66415,10288,39475,380.0,65.0,10.0,44.0,63.0,1322020,894725,664150,452672,2486925,5820492
jabalpur,Madhya Pradesh,2,3304.22,2,0,0,6608.45,2655,8691,39891,6688,24323,365.0,58.0,10.0,42.0,60.0,969075,504078,398910,280896,1459380,3612339
mumbai,Maharashtra,1,6997.75,2,0,1,13995.51,6465,21472,100390,18131,61522,450.0,88.0,15.0,60.0,67.0,2909250,1889536,1505850,1087860,4121974,11514470
hubli,Karnataka,2,8417.97,5,1,2,42089.83,25991,68025,219250,69488,327086,375.0,62.0,10.0,45.0,64.0,9746625,4217550,2192500,3126960,20933504,40217139
